"caseid","weight","wave","state","district","state_district","gender","age","caste","urban","n7ky23","n7ky23_recode"
14738,0.83054076658,"2024","Uttar Pradesh","Raebareli","Uttar Pradesh, Raebareli","Male","30-44","Other Castes","Rural","Moderately worried",0
14739,0.6504234919,"2024","Uttar Pradesh","Kanpur Nagar","Uttar Pradesh, Kanpur Nagar","Male","30-44","Other Castes","Urban","Not at all worried",0
14740,0.77050167502,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","18-29","Other Castes","Rural","Moderately worried",0
14741,0.9506189497,"2024","Andhra Pradesh","Krishna","Andhra Pradesh, Krishna","Female","30-44","Other Castes","Rural","Not at all worried",0
14742,0.91059288866,"2024","Tamil Nadu","Thoothukudi","Tamil Nadu, Thoothukudi","Female","30-44","Other Castes","Urban","Very worried",1
14743,0.93060591918,"2024","Andhra Pradesh","East Godavari","Andhra Pradesh, East Godavari","Male","45+","Other Castes","Rural","Not at all worried",0
14744,0.96062546496,"2024","Kerala","Wayanad","Kerala, Wayanad","Female","30-44","Other Castes","Urban","Very worried",1
14745,0.72046909872,"2024","Uttar Pradesh","Sant Ravidas Nagar","Uttar Pradesh, Sant Ravidas Nagar","Male","30-44","Other Castes","Rural","Moderately worried",0
14747,1.62105547212,"2024","Gujarat","Ahmedabad","Gujarat, Ahmedabad","Male","30-44","Other Castes","Urban","Not at all worried",0
14748,2.84185033384,"2024","Maharashtra","Sangli","Maharashtra, Sangli","Male","45+","Other Castes","Rural","Very worried",1
14750,1.94126396044,"2024","Tamil Nadu","Tirunelveli","Tamil Nadu, Tirunelveli","Female","30-44","Other Castes","Rural","Very worried",1
14751,0.53034530878,"2024","Uttar Pradesh","Ghazipur","Uttar Pradesh, Ghazipur","Male","45+","Other Castes","Rural","Moderately worried",0
14752,0.73047561398,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","30-44","Other Castes","Rural","Very worried",1
14753,0.84054728184,"2024","Maharashtra","Kolhapur","Maharashtra, Kolhapur","Female","18-29","Scheduled Castes/Tribes","Urban","Moderately worried",0
14755,0.56036485456,"2024","West Bengal","Coochbehar","West Bengal, Coochbehar","Female","30-44","Other Castes","Urban","Very worried",1
14756,1.32086001432,"2024","West Bengal","Dakshin Dinajpur","West Bengal, Dakshin Dinajpur","Female","30-44","Other Castes","Rural","Moderately worried",0
14757,1.11072319386,"2024","Kerala","Kozhikode","Kerala, Kozhikode","Female","45+","Other Castes","Urban","Very worried",1
14758,1.06069061756,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","18-29","Other Castes","Rural","Moderately worried",0
14759,0.44028667144,"2024","UT","Pondicherry","UT, Pondicherry","Female","18-29","Other Castes","Urban","Moderately worried",0
14760,0.97063198022,"2024","Andhra Pradesh","Ananthapuramu","Andhra Pradesh, Ananthapuramu","Female","45+","Other Castes","Rural","Moderately worried",0
14761,0.67043652242,"2024","Uttar Pradesh","Firozabad","Uttar Pradesh, Firozabad","Male","30-44","Other Castes","Rural","Very worried",1
14762,0.54035182404,"2024","Maharashtra","Satara","Maharashtra, Satara","Female","30-44","Other Castes","Rural","Very worried",1
14763,0.7004560682,"2024","Punjab","Tarn Taran","Punjab, Tarn Taran","Male","45+","Scheduled Castes/Tribes","Urban","Very worried",1
14764,0.99064501074,"2024","Uttar Pradesh","Sitapur","Uttar Pradesh, Sitapur","Male","45+","Other Castes","Rural","Not at all worried",0
14765,1.22079486172,"2024","Uttar Pradesh","Shahjahanpur","Uttar Pradesh, Shahjahanpur","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14766,0.74048212924,"2024","Andhra Pradesh","Srikakulam","Andhra Pradesh, Srikakulam","Female","45+","Other Castes","Urban","Moderately worried",0
14767,0.92059940392,"2024","Uttar Pradesh","Gonda","Uttar Pradesh, Gonda","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14768,4.44289277544,"2024","Goa","South Goa","Goa, South Goa","Female","45+","Other Castes","Rural","Not at all worried",0
14770,0.7004560682,"2024","Maharashtra","Aurangabad","Maharashtra, Aurangabad","Male","30-44","Other Castes","Urban","Very worried",1
14771,1.000651526,"2024","Gujarat","Kutch","Gujarat, Kutch","Male","18-29","Other Castes","Rural","Very worried",1
14772,1.000651526,"2024","Maharashtra","Mumbai City","Maharashtra, Mumbai City","Male","45+","Other Castes","Urban","Moderately worried",0
14773,0.77050167502,"2024","Uttar Pradesh","Kanpur Dehat (Ramabai Nagar)","Uttar Pradesh, Kanpur Dehat (Ramabai Nagar)","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14774,0.9506189497,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","18-29","Scheduled Castes/Tribes","Urban","Very worried",1
14775,1.1007166786,"2024","Kerala","Ernakulam","Kerala, Ernakulam","Female","45+","Other Castes","Urban","Moderately worried",0
14777,0.68044303768,"2024","Gujarat","Junagadh","Gujarat, Junagadh","Male","45+","Other Castes","Rural","Not at all worried",0
14778,0.56036485456,"2024","Uttar Pradesh","Bareilly","Uttar Pradesh, Bareilly","Male","45+","Other Castes","Urban","Very worried",1
14779,0.61039743086,"2024","Kerala","Kozhikode","Kerala, Kozhikode","Female","30-44","Other Castes","Urban","Very worried",1
14780,1.36088607536,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","45+","Scheduled Castes/Tribes","Rural","Moderately worried",0
14781,0.74048212924,"2024","West Bengal","Purbo Medinipur","West Bengal, Purbo Medinipur","Female","30-44","Other Castes","Rural","Very worried",1
14782,0.97063198022,"2024","Andhra Pradesh","Guntur","Andhra Pradesh, Guntur","Female","45+","Other Castes","Rural","Not at all worried",0
14783,1.06069061756,"2024","Andhra Pradesh","Anakapalli","Andhra Pradesh, Anakapalli","Female","30-44","Other Castes","Rural","Very worried",1
14784,1.38089910588,"2024","West Bengal","Howrah","West Bengal, Howrah","Female","45+","Other Castes","Rural","Very worried",1
14786,1.6510750179,"2024","West Bengal","Malda","West Bengal, Malda","Female","30-44","Other Castes","Rural","Not at all worried",0
14787,0.72046909872,"2024","Uttar Pradesh","Deoria","Uttar Pradesh, Deoria","Female","18-29","Other Castes","Urban","Very worried",1
14788,0.76049515976,"2024","UT","Pondicherry","UT, Pondicherry","Female","45+","Other Castes","Urban","Very worried",1
14790,0.74048212924,"2024","West Bengal","Coochbehar","West Bengal, Coochbehar","Female","30-44","Other Castes","Rural","Very worried",1
14791,1.06069061756,"2024","Uttar Pradesh","Lucknow","Uttar Pradesh, Lucknow","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14792,1.6010424416,"2024","West Bengal","Purbo Medinipur","West Bengal, Purbo Medinipur","Male","30-44","Other Castes","Rural","Not at all worried",0
14793,0.64041697664,"2024","Uttar Pradesh","Agra","Uttar Pradesh, Agra","Male","45+","Scheduled Castes/Tribes","Urban","Very worried",1
14794,0.84054728184,"2024","Uttar Pradesh","Hamirpur","Uttar Pradesh, Hamirpur","Male","30-44","Other Castes","Rural","Very worried",1
14795,0.64041697664,"2024","Uttar Pradesh","Meerut","Uttar Pradesh, Meerut","Male","30-44","Other Castes","Urban","Very worried",1
14796,3.09201321534,"2024","Uttar Pradesh","Chandauli","Uttar Pradesh, Chandauli","Male","45+","Other Castes","Rural","Not at all worried",0
14798,1.32086001432,"2024","West Bengal","Nadia","West Bengal, Nadia","Female","30-44","Other Castes","Rural","Not very worried",0
14799,1.22079486172,"2024","Andhra Pradesh","Ananthapuramu","Andhra Pradesh, Ananthapuramu","Female","18-29","Scheduled Castes/Tribes","Rural","Not very worried",0
14800,0.53034530878,"2024","Uttar Pradesh","Ballia","Uttar Pradesh, Ballia","Male","30-44","Other Castes","Rural","Very worried",1
14802,0.91059288866,"2024","Uttar Pradesh","Allahabad","Uttar Pradesh, Allahabad","Male","18-29","Other Castes","Rural","Not at all worried",0
14803,0.9506189497,"2024","Maharashtra","Solapur","Maharashtra, Solapur","Female","30-44","Other Castes","Rural","Very worried",1
14804,2.81183078806,"2024","Uttar Pradesh","Kanpur Nagar","Uttar Pradesh, Kanpur Nagar","Male","45+","Other Castes","Rural","Moderately worried",0
14806,1.56101638056,"2024","Uttar Pradesh","Bulandshahr","Uttar Pradesh, Bulandshahr","Female","30-44","Other Castes","Rural","Not at all worried",0
14807,0.8005212208,"2024","Kerala","Ernakulam","Kerala, Ernakulam","Female","45+","Scheduled Castes/Tribes","Rural","Moderately worried",0
14808,1.500977289,"2024","Kerala","Thrissur","Kerala, Thrissur","Female","45+","Other Castes","Rural","Very worried",1
14809,0.64041697664,"2024","Uttar Pradesh","Barabanki","Uttar Pradesh, Barabanki","Male","30-44","Other Castes","Urban","Moderately worried",0
14810,0.71046258346,"2024","West Bengal","Nadia","West Bengal, Nadia","Female","30-44","Other Castes","Urban","Very worried",1
14811,0.84054728184,"2024","Uttar Pradesh","Gonda","Uttar Pradesh, Gonda","Male","30-44","Other Castes","Rural","Very worried",1
14812,0.74048212924,"2024","Andhra Pradesh","Tirupati","Andhra Pradesh, Tirupati","Female","45+","Scheduled Castes/Tribes","Urban","Not very worried",0
14813,0.91059288866,"2024","Uttar Pradesh","Azamgarh","Uttar Pradesh, Azamgarh","Male","18-29","Other Castes","Rural","Very worried",1
14814,0.41026712566,"2024","Uttar Pradesh","Mirzapur","Uttar Pradesh, Mirzapur","Male","45+","Other Castes","Urban","Not at all worried",0
14815,1.16075577016,"2024","Uttar Pradesh","Ambedkar Nagar","Uttar Pradesh, Ambedkar Nagar","Male","45+","Other Castes","Urban","Not very worried",0
14816,0.56036485456,"2024","Uttar Pradesh","Fatehpur","Uttar Pradesh, Fatehpur","Male","30-44","Other Castes","Urban","Very worried",1
14817,1.4509447127,"2024","West Bengal","Howrah","West Bengal, Howrah","Female","18-29","Other Castes","Rural","Moderately worried",0
14819,1.4509447127,"2024","West Bengal","Uttar Dinajpur","West Bengal, Uttar Dinajpur","Female","18-29","Other Castes","Rural","Very worried",1
14820,0.2501628815,"2024","UT","Pondicherry","UT, Pondicherry","Female","30-44","Other Castes","Urban","Moderately worried",0
14821,1.11072319386,"2024","Uttar Pradesh","Azamgarh","Uttar Pradesh, Azamgarh","Female","18-29","Other Castes","Rural","Very worried",1
14822,0.93060591918,"2024","West Bengal","Hooghly","West Bengal, Hooghly","Female","18-29","Other Castes","Rural","Very worried",1
14823,0.64041697664,"2024","West Bengal","Burdwan","West Bengal, Burdwan","Female","30-44","Other Castes","Rural","Moderately worried",0
14824,0.74048212924,"2024","West Bengal","Burdwan","West Bengal, Burdwan","Female","45+","Other Castes","Rural","Moderately worried",0
14825,1.9512704757,"2024","Andhra Pradesh","Kurnool","Andhra Pradesh, Kurnool","Female","18-29","Other Castes","Urban","Moderately worried",0
14826,0.6504234919,"2024","Uttar Pradesh","Chandauli","Uttar Pradesh, Chandauli","Male","45+","Other Castes","Urban","Don't know",0
14827,1.09071016334,"2024","Maharashtra","Pune","Maharashtra, Pune","Female","30-44","Other Castes","Rural","Not at all worried",0
14828,1.1507492549,"2024","Andhra Pradesh","Ntr","Andhra Pradesh, Ntr","Female","18-29","Other Castes","Rural","Not at all worried",0
14829,0.91059288866,"2024","Uttar Pradesh","Faizabad","Uttar Pradesh, Faizabad","Male","30-44","Other Castes","Rural","Not at all worried",0
14830,1.2007818312,"2024","Maharashtra","Solapur","Maharashtra, Solapur","Female","45+","Other Castes","Urban","Very worried",1
14831,1.24080789224,"2024","Tamil Nadu","Tiruchirappalli","Tamil Nadu, Tiruchirappalli","Female","30-44","Other Castes","Rural","Moderately worried",0
14832,1.500977289,"2024","Kerala","Palakkad","Kerala, Palakkad","Female","45+","Other Castes","Rural","Not at all worried",0
14833,1.38089910588,"2024","Tamil Nadu","Namakkal","Tamil Nadu, Namakkal","Male","45+","Other Castes","Urban","Not at all worried",0
14834,1.07069713282,"2024","Punjab","Ludhiana","Punjab, Ludhiana","Male","45+","Scheduled Castes/Tribes","Rural","Not at all worried",0
14835,0.7004560682,"2024","Uttar Pradesh","Lucknow","Uttar Pradesh, Lucknow","Male","18-29","Other Castes","Urban","Very worried",1
14836,0.82053425132,"2024","Bihar","Gopalganj","Bihar, Gopalganj","Male","18-29","Other Castes","Rural","Very worried",1
14837,0.66043000716,"2024","Punjab","Jalandhar","Punjab, Jalandhar","Female","45+","Scheduled Castes/Tribes","Rural","Very worried",1
14838,1.47095774322,"2024","Madhya Pradesh","Katni","Madhya Pradesh, Katni","Male","45+","Other Castes","Rural","Moderately worried",0
14839,0.51033227826,"2024","Uttar Pradesh","Gonda","Uttar Pradesh, Gonda","Male","30-44","Other Castes","Urban","Very worried",1
14840,1.08070364808,"2024","West Bengal","Hooghly","West Bengal, Hooghly","Female","18-29","Other Castes","Rural","Very worried",1
14841,0.37024106462,"2024","NE","West Tripura","NE, West Tripura","Female","30-44","Scheduled Castes/Tribes","Urban","Very worried",1
14842,0.52033879352,"2024","Uttar Pradesh","Kanpur Dehat (Ramabai Nagar)","Uttar Pradesh, Kanpur Dehat (Ramabai Nagar)","Male","30-44","Other Castes","Urban","Very worried",1
14843,1.2508144075,"2024","Maharashtra","Chandrapur","Maharashtra, Chandrapur","Female","45+","Other Castes","Urban","Moderately worried",0
14844,0.77050167502,"2024","Kerala","Pathanamthitta","Kerala, Pathanamthitta","Female","30-44","Other Castes","Urban","Very worried",1
14845,1.37089259062,"2024","Uttar Pradesh","Sant Kabir Nagar","Uttar Pradesh, Sant Kabir Nagar","Male","45+","Scheduled Castes/Tribes","Rural","Very worried",1
14846,1.36088607536,"2024","Uttar Pradesh","Basti","Uttar Pradesh, Basti","Male","45+","Other Castes","Rural","Moderately worried",0
14848,1.66108153316,"2024","Andhra Pradesh","Krishna","Andhra Pradesh, Krishna","Male","45+","Other Castes","Rural","Very worried",1
14849,0.77050167502,"2024","Uttar Pradesh","Jaunpur","Uttar Pradesh, Jaunpur","Male","18-29","Other Castes","Rural","Very worried",1
14850,1.22079486172,"2024","West Bengal","Uttar Dinajpur","West Bengal, Uttar Dinajpur","Female","18-29","Other Castes","Rural","Not at all worried",0
14851,1.18076880068,"2024","Punjab","Sas Nagar","Punjab, Sas Nagar","Female","45+","Other Castes","Urban","Very worried",1
14852,0.52033879352,"2024","Uttar Pradesh","Faizabad","Uttar Pradesh, Faizabad","Male","30-44","Other Castes","Urban","Very worried",1
14853,0.69044955294,"2024","Jammu & Kashmir","Srinagar","Jammu & Kashmir, Srinagar","Male","30-44","Other Castes","Urban","Very worried",1
14854,0.77050167502,"2024","Uttar Pradesh","Kaushambi","Uttar Pradesh, Kaushambi","Male","18-29","Other Castes","Rural","Very worried",1
14855,0.56036485456,"2024","Uttar Pradesh","Allahabad","Uttar Pradesh, Allahabad","Male","45+","Other Castes","Urban","Not at all worried",0
14856,0.72046909872,"2024","Jammu & Kashmir","Badgam","Jammu & Kashmir, Badgam","Male","30-44","Other Castes","Rural","Not at all worried",0
14857,0.56036485456,"2024","Uttar Pradesh","Sitapur","Uttar Pradesh, Sitapur","Male","45+","Scheduled Castes/Tribes","Urban","Not at all worried",0
14858,1.02066455652,"2024","Bihar","Kishanganj","Bihar, Kishanganj","Male","45+","Other Castes","Rural","Very worried",1
14859,0.51033227826,"2024","Jammu & Kashmir","Rajouri","Jammu & Kashmir, Rajouri","Male","30-44","Other Castes","Rural","Very worried",1
14860,0.68044303768,"2024","Gujarat","Mehsana","Gujarat, Mehsana","Male","30-44","Other Castes","Rural","Moderately worried",0
14861,1.000651526,"2024","Jammu & Kashmir","Kupwara","Jammu & Kashmir, Kupwara","Male","30-44","Other Castes","Rural","Very worried",1
14862,0.72046909872,"2024","Rajasthan","Sikar","Rajasthan, Sikar","Male","30-44","Other Castes","Rural","Not at all worried",0
14863,0.73047561398,"2024","Rajasthan","Bharatpur","Rajasthan, Bharatpur","Male","30-44","Other Castes","Rural","Moderately worried",0
14864,0.92059940392,"2024","Rajasthan","Jhalawar","Rajasthan, Jhalawar","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14865,0.8505537971,"2024","Delhi","South East Delhi","Delhi, South East Delhi","Male","18-29","Other Castes","Urban","Moderately worried",0
14866,0.62040394612,"2024","Rajasthan","Jhalawar","Rajasthan, Jhalawar","Male","30-44","Other Castes","Rural","Very worried",1
14867,6.89448901414,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","18-29","Other Castes","Rural","Very worried",1
14868,3.7524432225,"2024","Uttar Pradesh","Gorakhpur","Uttar Pradesh, Gorakhpur","Male","45+","Other Castes","Urban","Moderately worried",0
14869,0.69044955294,"2024","Rajasthan","Churu","Rajasthan, Churu","Male","30-44","Other Castes","Urban","Not at all worried",0
14870,1.0506841023,"2024","West Bengal","Purbo Medinipur","West Bengal, Purbo Medinipur","Female","45+","Other Castes","Urban","Not at all worried",0
14871,0.91059288866,"2024","Rajasthan","Jaipur","Rajasthan, Jaipur","Male","18-29","Other Castes","Rural","Very worried",1
14872,1.39090562114,"2024","West Bengal","Dakshin Dinajpur","West Bengal, Dakshin Dinajpur","Male","30-44","Other Castes","Rural","Not at all worried",0
14874,0.76049515976,"2024","Tamil Nadu","Coimbatore","Tamil Nadu, Coimbatore","Female","45+","Other Castes","Urban","Moderately worried",0
14875,1.500977289,"2024","Kerala","Palakkad","Kerala, Palakkad","Female","45+","Other Castes","Rural","Very worried",1
14876,0.94061243444,"2024","Andhra Pradesh","Chittoor","Andhra Pradesh, Chittoor","Male","45+","Other Castes","Rural","Not at all worried",0
14877,0.73047561398,"2024","Rajasthan","Ganganagar","Rajasthan, Ganganagar","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14878,0.86056031236,"2024","Gujarat","Bharuch","Gujarat, Bharuch","Male","30-44","Other Castes","Rural","Very worried",1
14879,1.16075577016,"2024","Uttar Pradesh","Aligarh","Uttar Pradesh, Aligarh","Male","30-44","Other Castes","Urban","Very worried",1
14880,1.0506841023,"2024","Uttarakhand","Haridwar","Uttarakhand, Haridwar","Male","18-29","Other Castes","Urban","Moderately worried",0
14881,1.1507492549,"2024","Kerala","Thrissur","Kerala, Thrissur","Female","30-44","Other Castes","Rural","Very worried",1
14882,0.53034530878,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","45+","Other Castes","Rural","Moderately worried",0
14884,0.6003909156,"2024","Rajasthan","Bhilwara","Rajasthan, Bhilwara","Male","30-44","Other Castes","Urban","Not at all worried",0
14886,0.57037136982,"2024","Delhi","South East Delhi","Delhi, South East Delhi","Male","18-29","Other Castes","Rural","Moderately worried",0
14887,1.23080137698,"2024","Madhya Pradesh","Sidhi","Madhya Pradesh, Sidhi","Female","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14888,0.71046258346,"2024","West Bengal","Pashchim Medinipur","West Bengal, Pashchim Medinipur","Female","30-44","Other Castes","Urban","Moderately worried",0
14889,0.67043652242,"2024","Rajasthan","Nagaur","Rajasthan, Nagaur","Male","18-29","Other Castes","Rural","Very worried",1
14890,0.54035182404,"2024","Maharashtra","Hingoli","Maharashtra, Hingoli","Female","30-44","Other Castes","Rural","Very worried",1
14891,1.09071016334,"2024","Maharashtra","Ahmednagar","Maharashtra, Ahmednagar","Female","18-29","Other Castes","Rural","Very worried",1
14892,1.34087304484,"2024","West Bengal","Pashchim Medinipur","West Bengal, Pashchim Medinipur","Male","45+","Other Castes","Rural","Very worried",1
14893,0.92059940392,"2024","Uttar Pradesh","Sitapur","Uttar Pradesh, Sitapur","Male","30-44","Scheduled Castes/Tribes","Rural","Moderately worried",0
14895,2.8518568491,"2024","Andhra Pradesh","Krishna","Andhra Pradesh, Krishna","Female","30-44","Other Castes","Rural","Not at all worried",0
14896,1.37089259062,"2024","Uttar Pradesh","Kaushambi","Uttar Pradesh, Kaushambi","Male","45+","Scheduled Castes/Tribes","Rural","Moderately worried",0
14897,1.500977289,"2024","Kerala","Thrissur","Kerala, Thrissur","Female","45+","Other Castes","Rural","Moderately worried",0
14898,0.53034530878,"2024","Uttar Pradesh","Faizabad","Uttar Pradesh, Faizabad","Male","30-44","Other Castes","Rural","Very worried",1
14899,2.9519220017,"2024","Bihar","Madhepura","Bihar, Madhepura","Male","18-29","Other Castes","Rural","Moderately worried",0
14900,2.19142684194,"2024","Bihar","Paschim Champaran","Bihar, Paschim Champaran","Male","45+","Other Castes","Rural","Moderately worried",0
14901,0.6504234919,"2024","Punjab","Mansa","Punjab, Mansa","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14902,1.41091865166,"2024","Rajasthan","Udaipur","Rajasthan, Udaipur","Male","18-29","Other Castes","Rural","Very worried",1
14903,1.07069713282,"2024","Telangana","Karimnagar","Telangana, Karimnagar","Female","30-44","Other Castes","Urban","Not at all worried",0
14904,0.94061243444,"2024","West Bengal","Pashchim Medinipur","West Bengal, Pashchim Medinipur","Female","18-29","Other Castes","Rural","Moderately worried",0
14905,1.56101638056,"2024","Uttar Pradesh","Lakhimpur Kheri","Uttar Pradesh, Lakhimpur Kheri","Male","45+","Other Castes","Rural","Very worried",1
14906,1.58102941108,"2024","Uttar Pradesh","Shahjahanpur","Uttar Pradesh, Shahjahanpur","Male","45+","Other Castes","Rural","Very worried",1
14907,0.63041046138,"2024","West Bengal","South 24-Parganas","West Bengal, South 24-Parganas","Female","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14908,0.6504234919,"2024","Haryana","Faridabad","Haryana, Faridabad","Male","30-44","Other Castes","Urban","Moderately worried",0
14909,0.6003909156,"2024","Uttar Pradesh","Rampur","Uttar Pradesh, Rampur","Male","18-29","Other Castes","Urban","Not very worried",0
14911,1.91124441466,"2024","Uttar Pradesh","Mirzapur","Uttar Pradesh, Mirzapur","Male","18-29","Other Castes","Rural","Very worried",1
14912,1.93125744518,"2024","West Bengal","Nadia","West Bengal, Nadia","Female","18-29","Other Castes","Rural","Moderately worried",0
14913,1.06069061756,"2024","Uttar Pradesh","Bijnor","Uttar Pradesh, Bijnor","Male","18-29","Other Castes","Rural","Moderately worried",0
14914,0.96062546496,"2024","Tamil Nadu","Salem","Tamil Nadu, Salem","Male","45+","Other Castes","Rural","Moderately worried",0
14916,0.64041697664,"2024","Uttar Pradesh","Lucknow","Uttar Pradesh, Lucknow","Male","45+","Other Castes","Urban","Moderately worried",0
14917,0.53034530878,"2024","West Bengal","Pashchim Medinipur","West Bengal, Pashchim Medinipur","Female","18-29","Other Castes","Urban","Not very worried",0
14918,1.06069061756,"2024","Uttar Pradesh","Unnao","Uttar Pradesh, Unnao","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14919,5.98389612548,"2024","Uttar Pradesh","Muzaffarnagar","Uttar Pradesh, Muzaffarnagar","Male","18-29","Other Castes","Rural","Very worried",1
14920,1.500977289,"2024","Uttar Pradesh","Muzaffarnagar","Uttar Pradesh, Muzaffarnagar","Male","30-44","Other Castes","Rural","Very worried",1
14921,0.7504886445,"2024","Jammu & Kashmir","Rajouri","Jammu & Kashmir, Rajouri","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14922,1.67108804842,"2024","West Bengal","Murshidabad","West Bengal, Murshidabad","Female","18-29","Other Castes","Rural","Moderately worried",0
14923,1.73112713998,"2024","Andhra Pradesh","Alluri Sitharama Raju","Andhra Pradesh, Alluri Sitharama Raju","Female","45+","Other Castes","Rural","Moderately worried",0
14924,0.53034530878,"2024","Maharashtra","Thane","Maharashtra, Thane","Female","30-44","Scheduled Castes/Tribes","Urban","Very worried",1
14925,0.92059940392,"2024","Andhra Pradesh","Eluru","Andhra Pradesh, Eluru","Female","45+","Other Castes","Rural","Very worried",1
14928,0.78050819028,"2024","Uttar Pradesh","Allahabad","Uttar Pradesh, Allahabad","Male","18-29","Other Castes","Rural","Very worried",1
14929,1.29084046854,"2024","West Bengal","Burdwan","West Bengal, Burdwan","Male","30-44","Other Castes","Rural","Moderately worried",0
14930,1.36088607536,"2024","Rajasthan","Ajmer","Rajasthan, Ajmer","Male","45+","Other Castes","Rural","Moderately worried",0
14931,0.94061243444,"2024","Chattisgarh","Mungeli","Chattisgarh, Mungeli","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14932,1.17076228542,"2024","Punjab","Gurdaspur","Punjab, Gurdaspur","Male","45+","Other Castes","Rural","Moderately worried",0
14933,0.74048212924,"2024","Kerala","Malappuram","Kerala, Malappuram","Female","30-44","Other Castes","Urban","Very worried",1
14934,1.24080789224,"2024","Uttar Pradesh","Kannauj","Uttar Pradesh, Kannauj","Male","18-29","Scheduled Castes/Tribes","Rural","Very worried",1
14935,0.63041046138,"2024","Rajasthan","Udaipur","Rajasthan, Udaipur","Male","30-44","Other Castes","Rural","Moderately worried",0
14937,0.6504234919,"2024","Bihar","Supaul","Bihar, Supaul","Male","45+","Other Castes","Rural","Not at all worried",0
14938,0.76049515976,"2024","Uttar Pradesh","Lucknow","Uttar Pradesh, Lucknow","Male","45+","Other Castes","Urban","Not very worried",0
14939,1.26082092276,"2024","Tamil Nadu","Nagapattinam","Tamil Nadu, Nagapattinam","Female","18-29","Other Castes","Rural","Moderately worried",0
14940,0.73047561398,"2024","West Bengal","Howrah","West Bengal, Howrah","Female","30-44","Other Castes","Rural","Not at all worried",0
14941,0.31020197306,"2024","Bihar","Patna","Bihar, Patna","Male","30-44","Other Castes","Urban","Don't know",0
14942,0.7504886445,"2024","Maharashtra","Jalgaon","Maharashtra, Jalgaon","Female","30-44","Other Castes","Rural","Very worried",1
14943,1.24080789224,"2024","Uttar Pradesh","Banda","Uttar Pradesh, Banda","Male","18-29","Scheduled Castes/Tribes","Rural","Moderately worried",0
14944,0.8505537971,"2024","Uttar Pradesh","Siddharthnagar","Uttar Pradesh, Siddharthnagar","Male","45+","Other Castes","Rural","Very worried",1
14945,1.74113365524,"2024","Andhra Pradesh","Guntur","Andhra Pradesh, Guntur","Female","45+","Other Castes","Rural","Not at all worried",0
14946,0.93060591918,"2024","West Bengal","South 24-Parganas","West Bengal, South 24-Parganas","Female","30-44","Other Castes","Rural","Not at all worried",0
14947,0.73047561398,"2024","Rajasthan","Banswara","Rajasthan, Banswara","Male","30-44","Scheduled Castes/Tribes","Rural","Very worried",1
14948,1.29084046854,"2024","West Bengal","North 24-Parganas","West Bengal, North 24-Parganas","Male","30-44","Other Castes","Rural","Not very worried",0
14949,1.0506841023,"2024","Uttar Pradesh","Hamirpur","Uttar Pradesh, Hamirpur","Male","30-44","Other Castes","Rural","Very worried",1
14950,0.66043000716,"2024","Uttar Pradesh","Sultanpur","Uttar Pradesh, Sultanpur","Male","18-29","Scheduled Castes/Tribes","Rural","Not very worried",0
14951,0.86056031236,"2024","Maharashtra","Jalna","Maharashtra, Jalna","Female","30-44","Other Castes","Rural","Very worried",1
14952,0.8005212208,"2024","Kerala","Malappuram","Kerala, Malappuram","Female","30-44","Other Castes","Rural","Moderately worried",0
14953,1.06069061756,"2024","Uttar Pradesh","Azamgarh","Uttar Pradesh, Azamgarh","Male","18-29","Other Castes","Rural","Very worried",1
14954,0.64041697664,"2024","West Bengal","Alipurduar","West Bengal, Alipurduar","Female","45+","Other Castes","Rural","Moderately worried",0
14955,0.84054728184,"2024","Uttar Pradesh","Deoria","Uttar Pradesh, Deoria","Male","30-44","Other Castes","Rural","Very worried",1
14956,1.74113365524,"2024","Uttarakhand","Dehradun","Uttarakhand, Dehradun","Male","45+","Other Castes","Rural","Very worried",1
14958,0.81052773606,"2024","Bihar","Jahanabad","Bihar, Jahanabad","Male","30-44","Other Castes","Rural","Moderately worried",0
14959,1.22079486172,"2024","Gujarat","Mahisagar","Gujarat, Mahisagar","Male","45+","Other Castes","Rural","Very worried",1
